employee_id,company_name,description,start_date,end_date,role,responsibilities,customer,etl_date,ingest_ts,ingest_ts_offset
f506118b-2a8b-4b07-92fa-caa2f08d29c2,Enpro Engineering,Manufacturing Electrical Panels and LT/HT bus ducts and Installation and Testing and Commissioning.,2010-01-02 00:00:00,2011-12-02 00:00:00,Production Engineer,Supervisor in Manufacturing Plant,"ABB, Siemens, Voltas, Bluestar, etc.",2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
e513729c-d101-40ec-a844-a69b00a59512,Service Group Company,"Establishment of a company providing website creation, PC and server maintenance, hardware issue resolution, and gas station construction.",2005-10-02 00:00:00,2012-10-02 00:00:00,"Founder, Director","Responsibilities:
    • Set up and manage a company specializing in website creation, PC and server maintenance, hardware repairs, and gas station construction.
    • Oversee all managerial duties, including planning, organizing, and coordinating company operations.
    • Lead the development and maintenance of websites for various clients, ensuring high-quality design and functionality.
    • Provide comprehensive PC and server maintenance services, including troubleshooting and fixing hardware and software issues.
    • Handle the repair and maintenance of various organizational technical equipment.
    • Oversee the construction and setup of gas stations, ensuring adherence to safety and regulatory standards.
    • Act as the managing director, making strategic decisions to drive company growth and success.
    • Serve as the sales director, developing and implementing sales strategies to attract and retain clients.
    • Cultivate and maintain strong client relationships, understanding their needs and delivering tailored solutions.
    • Manage workload, allocate tasks, and perform performance assessments for team members.
    • Ensure the delivery of high-quality services, meeting or exceeding client expectations.",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
f375f5e5-8daf-4a3b-88a2-a4bb00dd4e30,Luxoft,Web services for high-perfomance distibuted data processing on EMR cluster,2023-06-02 00:00:00,,Programmer,"Writing code for REST services, distibuted and local spark jobs
Participate in requirement analysis and contribute to technical planning
Write unit, integration, and performance tests to ensure application stability
Configuring and maintaining CI/CD pipelines",Halliburton,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
520b1b98-86f6-4a3e-be4e-dc4b29a277e3,Persistent Systems,The Ikasan Enterprise Integration Platform (EIP) addresses the problem domain     most commonly known as Enterprise Application Integration (EAI) and associated Ikasan connector Library provide off-the-shelf bullet proof integration solutions based on architected open standards for the integration of financial application. The Ikasan belongs to BFSI domain.,2023-03-02 00:00:00,2023-08-02 00:00:00,Engineering Lead,"•	Working as an Engineering Lead for end-to-end development.
•	Integrate Rest API.
•	Invoke Rest API call transactions using Ikasan framework.
•	Invoke database call using Ikasan framework db call like repository/JdbcTemplate using Ikasan framework.
•	Create Transactions table and insert dummy data into transactions table.
•	Integrated Authentication/Authorization to Rest API call to validate call coming from legitimate User or microservice using ikasan framework.
•	Experience with messaging system like Apache Kafka.
•	Aggregating Log files with ELK Stack, Kibana and Logstash.","Star Health and Ikasan (Mizuho Bank, UK)",2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
f6499943-27ac-438d-9fba-08ed6ca3761d,Luxoft Italy S.r.l.,Delivery and maintenance of solutions to be included in a 3rd level autonomous driving system.,2024-03-02 00:00:00,2025-01-02 00:00:00,Software integration engineer,Maintenance and improvement of CI/CD pipeline.,BMW,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
0716f427-0f64-40ac-accb-849a3961fe37,Kuzbass Art College,,2017-05-02 00:00:00,2018-06-02 00:00:00,IT Specialist / System Administrator,"Support, troubleshoot, and maintain computer servers and the college's networks.
Work with electronic signature keys, ensuring stable operation of 1C, SUFD system.
Create and fill content for the website of the educational institution.",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
0716f427-0f64-40ac-accb-849a3961fe37,BTO Group LLC,"England project
Participation in the development of an insurance product for a customer",2018-09-02 00:00:00,2019-07-02 00:00:00,Software Engineer,"Developed a customized insurance solution for a UK-based client, implementing key
business modules and backend logic",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
0716f427-0f64-40ac-accb-849a3961fe37,BTO Group LLC,"Australian project
Team development of an insurance product for several lines of business and third-party services",2019-07-02 00:00:00,2021-05-02 00:00:00,Software Engineer,"Contributed to a multi-line insurance solution, integrating third-party services and
supporting complex business processes",AON Insurance company,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
0716f427-0f64-40ac-accb-849a3961fe37,DXC Technology,"Enterprise insurance system for an Egyptian insurance company, built on the Xuber platform with backend development in C# and SQL Server.",2023-02-02 00:00:00,2024-06-02 00:00:00,Software Engineer,"• Developed business modules, custom workflows, and reporting features on the Xuber
platform for core insurance operations

• Designed and implemented backend services for a call center application using C# and
ASP.NET Core in a microservice-based architecture

• Performed SQL performance optimization, including refactoring complex queries and supporting reporting solutions with SQL Server Reporting Services (SSRS).

• Collaborated with business analysts and QA teams to investigate and resolve production issues and ensure system stability.",Misr Insurance Company,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
0716f427-0f64-40ac-accb-849a3961fe37,BTO Group LLC,"Egypt project
Team development of an insurance product on the Xuber platform for an Egyptian insurance company
with thousands of customers",2021-05-02 00:00:00,2023-02-02 00:00:00,Software Engineer,"Developed a comprehensive insurance product and reporting system, implementing
business modules, workflows, and reporting features",Misr Insurance Company,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
0716f427-0f64-40ac-accb-849a3961fe37,Luxoft,Enterprise insurance system for an Egyptian insurance company.,2024-07-02 00:00:00,,Software Developer,"• Designed and developed an integration API service in ASP.NET Core interfacing with Xuber via
SOAP for core business processes, applying Clean Architecture and CQRS for internal workflows

• Implemented a synchronization service using ASP.NET Core to enable reliable asynchronous
integration between Insurance and Health systems, ensuring data consistency

• Optimized database performance by refactoring complex SQL queries and redesigning indexes for
high-load workflows

• Enhanced insurance modules (policies, renewals, workflows), improving system reliability and
inter-module communication on the Xuber platform

• Collaborated with business analysts and QA to resolve production issues, perform root cause
analysis, and maintain stable CI/CD releases",Misr Insurance Company,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
1a0a5590-99d9-43c1-a0c4-db9682b95c7a,Luxoft,"The customer requested our company to implement a mobile networks Jamming detection algorithm for their Brazil TCUs product line.
Starting from Qualcomm application note showing a basic jamming detection approach we:
* Analysed at system level the ""jamming"" definition and defined the impacted system building blocks
* Defined the new SW components for each impacted building block
* Define/extend the inter component API
* Implement the sw componets
* Define system level validation for the feature including: test bench preparation, test case definition, test execution and reporting.",2024-05-02 00:00:00,2024-10-02 00:00:00,Senior Software Architect,"Software and System Architect, Technical leader, main contact point.",Continental,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
dfe874d4-64e1-47c6-96bb-62d2b857e539,Luxoft,"I work on a Product Induction App that streamlines e-commerce product onboarding by aggregating data such as price, images, attributes, and metadata from multiple systems to create online-ready products. We also leverage GenAI to generate enriched product descriptions, color details, and care-level information, enhancing product quality and customer experience. The solution supports diverse business lines including clothing, grocery, and other sellable categories. It is built on Java, Spring Boot, Hibernate, Couchbase, PostgreSQL, MongoDB, and Azure, with Temporal for workflow orchestration and Redis/Kafka for caching and event streaming. My role also involves system design and low-level design (LLD) to ensure scalability, performance, and maintainability.",2024-07-02 00:00:00,,Senior Software Engineer,"Responsible for feature design, development, code reviews, optimization, deployment, and post-release production support.",Tesco,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
dfe874d4-64e1-47c6-96bb-62d2b857e539,Ness Digital Engineering,Pearson English Language Learning Hub,2023-05-02 00:00:00,2024-05-02 00:00:00,Technical Lead,"• Spearheaded a project from inception to production, leveraging expertise in Java, Spring Boot, and Microservices Architecture.
• Directed a team of 3+ developers through comprehensive code reviews and intricate design discussions, enhancing the overall architecture.
• Collaborated with the performance team to boost system performance by up to 30%.
• Accelerated API response times by up to 2x utilizing Redis and parallel processing techniques.
• Designed and implemented a runtime feature toggle system, reducing deployment time by 60%.
• Streamlined and automated repetitive tasks, minimizing business costs and improving delivery quality, saving 70 man-hours per month.",Pearson,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
4b95b19f-c225-4c73-9f5f-44731293bbfe,Capgemini India Pvt. Ltd,Hive is a trade management services application used by STTAS created as part of an ongoing effort to completely re-imagine STTAS’s legacy application TradeVIA. The project is getting re-architect the Hive application to improve its reliability and ability to scale to meet current and future demand.,2021-08-02 00:00:00,2022-11-02 00:00:00,Senior Software Engineer,"The current opportunity was to build HIVE application from existing application and I was involved in end to end software development from requirement gathering on given stories, clarifying requirements from the clients in daily call, planning, designing, coding, deploying to Azure portal, functional testing, move to QA environment and bug fixing. Also, Managing/Tracking task of my team members and giving my inputs to my team member wherever required.",UPS,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
4b95b19f-c225-4c73-9f5f-44731293bbfe,Cognizant Technology Solutions,"PLS (Personal Line System) is the policy administration system used by CHUBB-PRS. PLS supports multiple states and policies are written under multiple companies. Policies are written under different companies based on how they are files in the state. 
PLS handles automated policies with policy life cycles such as Quote, Policy Issuance, Endorsements, Renewal and Reinstatements and Cancellation. PLS deals with Property Insurance which involves Home, Auto, Valuables, Umbrella and Watercraft modules.",2016-09-02 00:00:00,2021-03-02 00:00:00,Programmer Analyst,"Worked as a developer and L2 support.Running the jobs on daily basis. Creating tickets and assigning them to the team members.
Maintaing SLA, backlogs.Reviewing the work of junior team members and sending the tickets for staging as well as production environment.",Chubb,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
4b95b19f-c225-4c73-9f5f-44731293bbfe,Tata Consultancy Services,Translation Tool: This is a tool by which PDF of any language can be translated to English PDF. This is a console application which can fetch files from the drive one by one automatically and translate it to the language which use has selected and save it again in the drive location renaming it.,2015-08-02 00:00:00,2016-04-02 00:00:00,developer,Worked as a developer and L2 support,Internal Project,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
4c0a499f-d7dd-47af-9df9-a74d0164073a,Luxoft,"Android HMI development. Radio, Settings, and other apps and parts.",2024-05-02 00:00:00,,Team Lead,"Technical leading, team leading, S/W design, requirements analysis, planning, estimation.",Foxconn,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
b0cf85bb-68f0-4a3e-9b24-7c892c10ddca,Luxoft,Improving CI/CD and writing internal tools for PKO Bank Polski's IKO app department,2023-05-02 00:00:00,2025-05-02 00:00:00,DevOps Engineer,"Maintained and wrote Jenkins DSL pipelines, configured GitLab CI/CD pipelines and runners. Wrote several internal tools in Python, integrations with Atlassian products and Ansible playbooks. Partook in a project-wide migration from Google Cloud Platform to self-hosted OpenShift platform. Initiated multiple refactors of legacy code into a more easily maintainable, modern codebase. Served as technical support for developers, assisting with builds and deployments, offering solutions.",PKO Bank Polski,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
24efd38c-58f1-4325-92e0-d8b973dd6b93,Luxoft Bulgaria,Migration of Kondor+ on-premise systems onto Azure Cloud,2023-09-02 00:00:00,,Technical Team Lead,"Stakeholder management, pre sales, infra design amendments and changes, improvements and proposals, solution design and integration, Azure Cloud, Identity and access design, site-to-site connectivity and more.",Cooperative Bank,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
c8151518-598f-4001-8f75-78ac156397af,Luxoft,Working as a member of module test team,2022-01-02 00:00:00,2022-06-02 00:00:00,Module tester,,,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
c8151518-598f-4001-8f75-78ac156397af,Luxoft,Working as QA Lead in a team of 3 people and dev team lead substitute during  absence of team lead,2022-08-02 00:00:00,2024-09-02 00:00:00,QA Lead for Automotive project,,,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
db21c1ff-6eea-4110-82e3-131a9a55b786,Luxoft,Development of User Interfaces for HMI system,2022-10-02 00:00:00,2024-12-02 00:00:00,UI Designer,"-Programming user interfaces for Mercedes Benz HMI system by Qt/Qml
-Define design needs for SGTool implementation by analysing Sketch references
-Creating presets on SGTool",Mercedes Benz AG,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
38b78c7e-1479-4bb2-bd0e-57cb7d82deae,Core Card Software Inc.,Migration and Consulting Projects,2016-10-02 00:00:00,2021-06-02 00:00:00,Lead Business Analyst,"*Led end-to-end requirements lifecycle for product enhancements, managing multi-channel stakeholder inputs, maintaining requirement traceability, and decomposing complex business needs into clear functional specifications, solution designs, wireframes, and process workflows.
*Performed in-depth platform analysis and gap assessment across existing systems, identifying functional and configuration-level improvements and recommending scalable product-aligned solutions.
*Acted as Subject Matter Expert (SME) for requirement elicitation, ensuring domain accuracy across cards, lending, and core banking modules while translating business requirements into implementable system configurations.
*Owned feature delivery from concept to production, including solution documentation, configuration mapping, oversight of development, structured test scenario creation for 3-week sprint cycles, UAT coordination, and smooth rollout to production environments.
*Worked within Agile (Scrum) framework from the vendor/product side, converting client JIRA user stories into detailed functional write-ups with defined acceptance criteria and supporting sprint planning, estimations, and release management.
*Facilitated change and configuration management across environments, monitored system performance, identified variances, and proposed corrective actions to ensure product stability and scalability.
*Prepared technical user manuals, configuration documents, and detailed solution reports, and delivered platform training sessions for client stakeholders and internal teams.
*Led and mentored a 5-member functional team, ensuring timely, high-quality deliverables aligned with product roadmap and release commitments.
Domain & Platform Experience:
*Extensive hands-on experience with CoreISSUE, a web-based Cards & Loans Processing Platform, covering end-to-end transaction workflows including Payments, Authorizations, Loyalty Management, Dispute Lifecycle (Chargebacks), and associated financial processing modules.
*Worked on Core Collections platform, managing delinquency workflows, customer queue management, structured recovery processes, and multi-schedule payment arrangements across loan and card portfolios.",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
38b78c7e-1479-4bb2-bd0e-57cb7d82deae,ICICI Bank,Retail Banking,2013-05-02 00:00:00,2016-10-02 00:00:00,Branch Manager,"*Led end-to-end branch P&L operations, managing a 15-member team to drive profitability, sales performance, service delivery excellence, and strategic growth across retail banking portfolios.
*Strengthened operational governance by optimizing financial controls, reviewing performance analytics, enhancing internal audit readiness, and ensuring full regulatory compliance.
*Directed HNW portfolio management and cross-functional marketing initiatives while building high-performing teams through structured capability development and process standardization.",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
38b78c7e-1479-4bb2-bd0e-57cb7d82deae,Aditya Birla Money Mart,wealth Management,2013-01-02 00:00:00,2013-05-02 00:00:00,Relationship Manager,"*Managed and grew HNI & Ultra-HNI portfolios through data-driven financial analysis, tailored investment advisory, structured risk profiling, and optimized asset allocation to enhance returns and cross-sell opportunities.
*Maintained full regulatory compliance and audit readiness via disciplined process governance, documentation control, and internal risk oversight.",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
38b78c7e-1479-4bb2-bd0e-57cb7d82deae,HDFC Bank,Premier Banking,2011-05-02 00:00:00,2012-11-02 00:00:00,Premier banking Manager,"*Led a team of 5 Relationship Officers across 3 Pune branches, managing and growing HNI & Ultra-HNI portfolios through targeted revenue, AUM expansion, cross-sell initiatives, in-depth financial analysis, customized wealth advisory, and structured risk profiling.
*Ensured full regulatory compliance and audit readiness by implementing robust process controls, maintaining accurate documentation, and delivering 100% adherence to internal audit and governance standards.
*Extensively used Microsoft Dynamics 365 CRM for end-to-end sales and client lifecycle management, including:
- Lead management and qualification
-Opportunity management and deal tracking
-Account and contact management
-Sales pipeline monitoring and reporting",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
290bd1f0-c1cb-4fdb-bd49-a05500f197a1,Luxoft Professional Romania,Contributing in the Product development of Next Generations of Mercedes-Benz Infotainment System by leading the Software Development project at DXC Luxoft for Mbition.,2022-04-02 00:00:00,,Program Manager,"Coordination and management for infotainment delivery  teams  -   up to 42 people  - in multiple locations (RO, UA, DE, IT, BG, SRB)
• Lead and manage activities across multiple work streams (Eg. Connectivity, Configuration Management, Product Quality, Defect management, SW integration)
• Manage program risks, issues and interdependencies;
• Run people management activities: hiring, feedback provisioning, creating and tracking development plans, appraisals;
• Facilitate efficient communication and collaboration inside the program by organizing  maintaining meeting structure, active usage of collaboration environments and tools;
• Develop and maintain relationships with key stakeholders and provide them with appropriate status reporting for Executive Management team",Daimler / Mbition,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
1fdac28b-3898-4788-9c96-8b491c922b70,Luxoft India LLP,Functional Safety Manager for Advanced Driver Assistance Systems (ADAS) domain projects,2024-02-02 00:00:00,,Senior Functional/System Analyst,"-Functional Safety Manager role based on project needs for ADAS
-Safety Assessment Support
-Safety team building 
-Safety training
-Safety Co-ordination with customer and luxoft team
-Work package creation - Safety Case, Safety Plan, Item Definition, HARA, Functional Safety Concept, Technical Safety Concept, Safety Analysis, Tool Evaluation and Qualification, Safety Audit (preparation & correction), Safety Assessment (preparation & correction)",CARIAD Germany,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
593d1618-fbd2-449c-9c43-92d45e82e9c9,Volunteer,This FinTech B2C startup is building a cloud-based financial prediction tool (SaaS) designed to empower startups and SMBs with data-driven insights for their financial future.,2023-07-02 00:00:00,2024-12-02 00:00:00,Senior Software Developer,"- Collecting functional and non-functional requirements
- Creating the application architecture
- Working alongside a frontend developer to design APIs
- Writing backend code in Golang
- Setting up continuous integration and continuous deployment (CI/CD)
- Handling maintenance tasks",,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
adf417dc-187e-4343-a05c-2b9873ef7129,Luxoft - India,,2023-09-02 00:00:00,,Software engineer,"SWE4:Unit testing - Using Google test framework
Creating testcases manually
Report generation with 100% code coverage.

SWE6:Validation
Test case creation
Perform Black box testing
Perform Regression/Smoke/Sanity testing
Perform Manual testing
Perform SIMS verification
Perform automation testing
Automation testcase creation and execution
Test set and test execution preparation
Test evidence update and report generation for each s\w release.",Jaguar land rover,2026-05-04 11:32:14.860000,2026-05-05 11:47:06.489056,UTC-4
